Unnamed: 0,university,sent_id,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,governer_first_cs_word,preceding_word,governer_trans,preceding_trans,Unnamed: 12,Unnamed: 13,preceding_prob
128,CMU,326,可以 直接 签 一 年 ， 也 可以 接 现在 的 lease 然后 续签 。,可以 直接 签 一 年 ， 也 可以 接 现在 的 租约 然后 续签 。,12,lease,租约,接,的,Pick up,the,,,8.788780493929464e-05
129,CMU,329,房租 加上 utility 费用 一共 每 月 $1086 。,房租 加上 各 种 服务 费用 一共 每 月 $1086 。,3,utility,各,每,加上,every,add,,,0.001386761601192201
130,CMU,335,价格 the lower the better 。,价格 越 低 越 好 。,2,the,越,lower,价格,较低的,The price,,,0.00046963790917202837
131,CMU,336,可以 在 网上 看 这个 apartment 的 介绍 。,可以 在 网上 看 这个 公寓 的 介绍 。,6,apartment,公寓,介绍,这个,introduce,this,,,6.659308783334492e-05
132,CMU,337,公寓 的 详细 信息 和 图片 可以 在 union 的 网站 上 看到 。,公寓 的 详细 信息 和 图片 可以 在 联合 机构 的 网站 上 看到 。,9,union,联合,的,在,the,in,,,4.0151714723046205e-05
133,CMU,339,若 有 兴趣 请 发 email 到 em@20,若 有 兴趣 请 发 邮件 到 em@20,6,email,邮件,发,发,hair,hair,,,0.00016452409935296982
134,CMU,341,公寓 也 是 pet friendly 的 。,公寓 也 是 允许 饲养 宠物 的 。,4,pet,允许,允许,是,allow,is,,,6.855170806373742e-06
135,CMU,345,三 人 公用 一 个 bathroom 。,三 人 公用 一 个 浴室 。,6,bathroom,浴室,浴室,个,The bathroom,a,,,5.951849537243699e-05
136,CMU,366,走进 房子 就 觉得 房子 是 一 个 happy house ！,走进 房子 就 觉得 房子 是 一 个 气氛 愉悦 的 地方 ！,9,happy,气氛,house,个,房子,a,,,8.927774305865548e-05
137,CMU,372,还有 个别 house 和 个别 单独 的 房间 招租 。,还有 个别 房子 和 个别 单独 的 房间 招租 。,3,house,房子,房间,个别,The room,individual,,,9.988963175001738e-05
138,CMU,373,房间 位 于 house 三 层 楼 的 第三 层 。,房间 位于 房子 三 层 楼 的 第三 层 。,2,house,位于,位于,房间,Located in the,The room,,,7.827298486200473e-05
139,CMU,375,整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,整个 房子 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,2,house,房子,齐全,整个,complete,The whole,,,7.827298486200473e-05
140,CMU,377,update on 7-27/2016-- 还有 两 个 卧室 招租 ， 欢迎 联系 。,7-27/2016 的 更新 - 还有 两 个 卧室 招租 ， 欢迎 联系 。,2,update,的,update,update,更新,更新,,,3.7213784377457453e-05
141,CMU,380,可以 租 整 个 house ， 也 可以 租 单独 一 个 两 个 卧室 。,可以 租 整个 房子 ， 也 可以 租 单独 一 个 两 个 卧室 。,3,house,整个,个,租,a,rent,,,9.988963175001738e-05
142,CMU,381,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 scam 。,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 诈骗 。,12,scam,诈骗,认为,是,think,is,,,1.3710341612747483e-05
143,CMU,382,ps : 中国 房东 ， 特别 nice .,备注 ： 中国 房东 ， 特别 好 。,1,ps,备注,nice,,不错的,,,,0.0
144,CMU,385,房东 只 给 了 一 张 house 外 观照 ， 比较 irrelevant 我 就 不 po 了 。,房东 只 给 了 一 张 房子 外 观照 ， 比较 无关紧要 我 就 不 上传 了 。,7,house,房子,观照,张,"On reflection,",zhang,,,9.988963175001738e-05
145,CMU,386,目前 只有 两 个 房间 available .,目前 只有 两 个 房间 可 租 。,6,available,可,.,房间,.,The room,,,6.261838788960378e-05
146,CMU,392,整个 house 的 结构 ： 一 楼 是 客厅 、 餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ） 。,整个 房子 的 结构 ： 一 楼 是 客厅 、 餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ） 。,2,house,房子,结构,整个,structure,The whole,,,7.827298486200473e-05
147,CMU,400,房子 ： 是 一 个 house ， 有 中央 空调 。,房子 ： 是 一 个 整套 房子 ， 有 中央 空调 。,6,house,整套,，,个,",",a,,,0.00011903699074487398
148,CMU,401,出租 时间 和 租金 ： 7/31/2016 ~ 6/30/2016 ， $300 / month .,出租 时间 和 租金 ： 7/31/2016 ~ 6/30/2016 ， $300 每 月 。,11,$300,每,month,$300,月,$300,,,0.4522287629256694
149,CMU,405,一 楼 有 doorman ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失 。,一 楼 有 门卫 ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失 。,4,doorman,门卫,有,有,There are,There are,,,0.0033208885955322703
150,CMU,406,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街 pa 。,有 室内 和 室外 的 停车场 ， 而且 周围 的 街区 都 可以 免费 沿街 停车 。,2,indoor,室内,outdoor,有,户外,There are,,,0.0033208885955322703
151,CMU,409,卧室 内 一 个 closet ， 客厅 另 有 一 个 closet 。,卧室 内 一 个 衣柜 ， 客厅 另 有 一 个 衣柜 。,5,closet,衣柜,有,个,There are,a,,,3.917240460784996e-06
152,CMU,411,bedroom 个数 至少 两 个 及 以上 ；,卧室 个数 至少 两 个 及 以上 ；,1,bedroom,卧室,个数,,The number of,,,,0.0
153,CMU,412,apt 或者 house 都 可以 。,公寓 或者 整 套 房子 都 可以 。,1,apt,公寓,可以,,can,,,,0.0
154,CMU,419,短期 的 summer lease 也 可 考虑 。,短期 的 暑期 短 租 也 可 考虑 。,3,summer,暑期,lease,的,租赁,the,,,0.0005398822303413814
155,CMU,421,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 email ， 告诉 我 对 房子 的 要求 。,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 发 邮件 ， 告诉 我 对 房子 的 要求 。,12,email,发,留言,或者,Leave a message,or,,,3.855347366797748e-05
156,CMU,423,town house ， 四 卧室 。,市内 宅邸 ， 四 卧室 。,1,town,市内,house,,房子,,,,0.0
157,CMU,425,具体 floor plan :,具体 户型 ：,2,floor,户型,户型,具体,Door model,specific,,,0.00011359997336276487
158,CMU,428,具体 email 沟通 em@26,具体 发 邮件 沟通 em@26,2,email,发,沟通,具体,communication,specific,,,0.00016452409935296982
159,CMU,432,see new ad 能 麻烦 您 介绍 的 具体 一点 嘛 ？,看见 新 的 广告 能 麻烦 您 介绍 的 具体 一点 嘛 ？,1,see,看见,您,,you,,,,0.0
160,CMU,436,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 gas 包 不 包含 heat 而 变化 ） 。,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 电气 包 不 包含 暖气 而 变化 ） 。,16,gas,电气,包,因,package,Due to the,,,4.121926588487459e-05
161,CMU,437,lobby 照片 ， 安全 有 保障,大厅 照片 ， 安全 有 保障,1,lobby,大厅,照片,,photo,,,,0.0
162,CMU,440,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 lease 在 身 我 都 想 搬 进去 。,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 租约 在身 我 都 想 搬 进去 。,15,lease,租约,在,有,in,There are,,,0.0033208885955322703
163,CMU,441,房东 包 除 网 以外 所有 utility 。,房东 包 除 网 以外 所有 服务 费用 。,7,utility,服务,。,所有,.,all,,,0.028960851030544802
164,CMU,444,是 house 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间 。,是 房子 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间 。,2,house,房子,楼,是,Floor of a building,is,,,9.988963175001738e-05
165,CMU,446,进出 lobby 需要 门禁 钥匙 ， 所以 非常 安全 。,进出 大堂 需要 门禁 钥匙 ， 所以 非常 安全 。,2,lobby,大堂,进出,进出,In and out,In and out,,,6.227942702927134e-05
166,CMU,452,prefer 女生 ～～～,优先 女生 ～～～,1,prefer,优先,女生,,The girl,,,,0.0
167,CMU,453,感兴趣 可以 email 或 预约 看 房 email ： em@28,感兴趣 可以 发 邮件 或 预约 看房 邮箱 ： em@28,3,email,发,感兴趣,可以,Interested in,can,,,0.00016452409935296982
168,CMU,456,房子 floor plan 和 照片 如下 。,房子 户型 和 照片 如下 。,2,floor,户型,和,房子,and,house,,,0.00011359997336276487
169,CMU,461,门口 有 doorman ， 特别 安全 。,门口 有 门卫 ， 特别 安全 。,3,doorman,门卫,有,有,There are,There are,,,0.0033208885955322703
170,CMU,464,本人 四月 毕业 ， lease 签到 五月 底 。,本人 四月 毕业 ， 租约 签到 五月 底 。,5,lease,租约,签到,，,Sign in,.,,,2.3503442764709972e-05
171,CMU,465,apartment 水电 暖 全 包 ， 两 人 住 的 话 人均 467 .,公寓 水电 暖 全 包 ， 两 人 住 的 话 人均 467 。,1,apartment,公寓,水电,,Water and electricity,,,,0.0
172,CMU,470,停车 有 很 大 的 室内 garage 。,停车 有 很 大 的 室内 车库 。,7,garage,车库,有,室内,There are,indoor,,,7.834480921569991e-06
173,CMU,479,单独 房间 ， 和 两 个 人 share 一 个 洗手间 ， （ 不过 暑假 可能 有 人 回家 就 人少 了 。,单独 房间 ， 和 两 个 人 共用 一 个 洗手间 ， （ 不过 暑假 可能 有 人 回家 就 人少 了 。,8,share,共用,洗手间,人,The bathroom,people,,,4.602757541422369e-05
174,CMU,484,在 这里 住 过 的 人 都 拿到 了 很 好 的 工作 offer 如 有 兴趣 可 email : em@32,在 这里 住 过 的 人 都 找到 了 很 好 的 工作 ， 如 有 兴趣 可发 邮件 到 ： em@32,8,offer,找到,找到,都,find,all,,,4.21103349534387e-05
175,CMU,486,如果 你们 同学 结伴 而来 ， 愿意 租 整 个 house ( 里面 可能 2-5 个 卧室 的 都 有 ) ， 也 可以 。,如果 你们 同学 结伴 而来 ， 愿意 租 整个 房子 （ 里面 可能 2-5 个 卧室 的 都 有 ） ， 也 可以 。,9,house,整个,个,租,a,rent,,,9.988963175001738e-05
176,CMU,488,欢迎 联系 并 告知 租房 要求 （ 简单 自我 介绍 ， 告知 入住 时间 ， 人数 ， 房间 or house 离 学校 远近 ， 预算 ） 。,欢迎 联系 并 告知 租房 要求 （ 简单 自我 介绍 ， 告知 入住 时间 ， 人数 ， 房间 或者 房子 离 学校 远近 ， 预算 ） 。,19,or,或者,house,房间,房子,The room,,,4.1389871898346477e-05
177,CMU,489,house 有 四 个 房间 一 个 客厅 外加 一 个 阁楼 ， 平时 住 非常 宽敞 ， toc/eoc 的 时候 还 可以 住 客人 ， 完全 不 会 拥挤 。,房子 有 四 个 房间 一 个 客厅 外加 一 个 阁楼 ， 平时 住 非常 宽敞 ， toc/eoc 的 时候 还 可以 住 客人 ， 完全 不 会 拥挤 。,1,house,房子,有,,There are,,,,0.0
178,CMU,493,便利 店 ： 走 一 个 block 就 到 韩国 超市 ；,便利 店 ： 走 一 个 街区 就 到 韩国 超市 ；,7,block,街区,走,个,go,a,,,7.439811921554624e-05
179,CMU,494,餐饮 ： 走 一 个 block 就 到 餐馆 最 多 的 craig 。,餐饮 ： 走 一 个 街区 就 到 餐馆 最 多 的 克莱格 区 。,6,block,街区,多,个,more,a,,,7.439811921554624e-05
180,CMU,496,available now 顶 ！,目前 可 租顶 ！,1,available,目前,顶,,The top,,,,0.0
181,CMU,500,如果 有 符合 的 条件 的 麻烦 请 联系 一下 以下 的 email .,如果 有 符合 的 条件 的 麻烦 请 联系 一下 以下 的 邮箱 。,13,email,邮箱,联系,的,contact,the,,,0.0002636634148178839
182,CMU,502,the price : $600 一 个 月 ， 包 水 煤气 暖气 。,价格 ： $600 一 个 月 ， 包 水 煤气 暖气 。,1,the,价格,，,,.,,,,0.0
183,CMU,510,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， queen size bed ， 配置 齐全 ， 拎包 入住 。,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， 标准 双人床 ， 配置 齐全 ， 拎包 入住 。,12,queen,标准,size,，,大小,",",,,3.917240460784996e-06
184,CMU,515,本 房间 在 三 楼 ， 居民 邻居 多 是 学生 和 老人 ， leasing office 希望 保持 公寓 居住 环境 ， 所以 不 吵 不 闹 。,本 房间 在 三 楼 ， 居民 邻居 多 是 学生 和 老人 ， 租赁 办公室 希望 保持 公寓 居住 环境 ， 所以 不 吵 不 闹 。,15,leasing,租赁,office,，,办公室,",",,,1.958620230392498e-06
185,CMU,516,从 building 进门 开始 全 是 地毯 。,整 栋 楼 从 进门 开始 全 是 地毯 。,1,building,整,进门,,Through the door,,,,0.0
186,CMU,519,doorman service 帮忙 收取 快递 信件 。,门卫 帮忙 收取 快递 信件 。,1,doorman,门卫,service,,服务,,,,0.0
187,CMU,520,地毯 刚刚 deep clean 过 。,地毯 刚刚 完全 清理 过 。,3,deep,完全,clean,刚刚,清洁,just,,,2.1544822534317474e-05
188,CMU,522,家里 厨具 家具 齐全 ， 可以 一 起 share 。,家里 厨具 家具 齐全 ， 可以 一起 共用 。,7,share,一起,一起,可以,together,can,,,4.602757541422369e-05
189,CMU,523,现在 出租 该 house 三 层 的 三 件 卧室 中 的 一 间 。,现在 出租 该 房子 三 层 的 三 件 卧室 中 的 一 间 。,4,house,房子,出租,该,rent,the,,,0.00023855261340665688
190,CMU,526,客厅 非常 安静 ， 适合 学习 ， 厅 内 另 有 一 个 walk-in closet 可以 用 。,客厅 非常 安静 ， 适合 学习 ， 厅 内 另 有 一 个 步入 式 衣柜 可以 用 。,14,walk-in,步入,有,个,There are,a,,,0.14352885159063178
191,CMU,528,一月 起 available 。,一月 起 可 租 。,3,available,可,。,起,.,since,,,5.6799986681382434e-05
192,CMU,529,- free parking or paid garage 联系 方式 ： pn-8em@33,免费 停车场 或 付费 车库 联系 方式 ： pn-8em@33,1,free,免费,free,,免费的,,,,0.0
193,CMU,531,两 个 houses : house＃1&＃2house＃1 : 代 朋友 发 。,两 个 房子 ： 代 朋友 发 。,3,houses,房子,代,个,generation,a,,,1.3710341612747483e-05
194,CMU,532,utility 和 网络 全 包 。,各 类 服务费 和 网络 全 包 。,1,utility,各,网络,,network,,,,0.0
195,CMU,537,更新 ： 房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， utility 全 包 。,更新 ： 房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， 各 类 服务费 全 包 。,18,utility,各,包,，,package,",",,,2.6314404505026052e-05
196,CMU,538,可以 协商 move in date ， 一月 开始 随时 入住 ！,可以 协商 入住 日期 ， 一月 开始 随时 入住 ！,3,move,入住,入住,协商,To stay in,negotiation,,,9.205515082844739e-05
197,CMU,540,停车 有 很 大 的 garage 。,停车 有 很 大 的 车库 。,6,garage,车库,有,的,There are,the,,,7.834480921569991e-06
198,CMU,544,无需 security deposit 。,无需 订金 。,2,security,订金,无需,无需,Don't need to,Don't need to,,,0.0014703445990722332
199,CMU,546,这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的 apartment 。,这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的 公寓 。,15,apartment,公寓,公寓,的,apartment,the,,,0.00010044320564490815
200,CMU,549,垃圾 有 人 每天 清理 ， 相 比较 住 house 简直 省 时 省力 。,垃圾 有 人 每天 清理 ， 相 比较 住 房子 简直 省 时 省力 。,10,house,房子,住,住,live,live,,,9.988963175001738e-05
201,CMU,551,house 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间 。,房子 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间 。,1,house,房子,有,,There are,,,,0.0
202,CMU,554,人非常 nice ， 整洁 干净 ！,人 非常 好 ， 整洁 干净 ！,1,nice,人,，,,.,,,,0.0
203,CMU,555,我 这 件 卧室 大小 是 大概 可以 放下 两 张 king size 的 床 。,我 这 件 卧室 大小 是 大概 可以 放下 两 张 特大 双人床 床 。,12,king,特大,的,张,the,zhang,,,1.0772411267158737e-05
204,CMU,557,非地毯 hard floor 。,非 地毯 硬质 地板 。,1,hard,非,。,,.,,,,0.0
205,CMU,561,房东 很 nice 。,房东 很 好 。,3,nice,好,好,很,good,very,,,0.00026469031233456857
206,CMU,563,我 住 dining room ， 和 living room 有 隔断 。,我 住 餐厅 ， 和 客厅 有 隔断 。,3,dining,餐厅,住,住,live,live,,,4.21103349534387e-05
207,CMU,567,里面 有 三 个 卧室 ： bedroom 1 .,里面 有 三 个 卧室 ： 卧室 1 。,7,bedroom,卧室,1,：,一,:,,,4.896550575981244e-06
208,CMU,574,含 一 个 outdoor parking 固定 车位 ， 不 需要 抢 。,含 一 个 户外 停车场 固定 车位 ， 不 需要 抢 。,4,outdoor,户外,parking,个,停车,a,,,1.1751721382354986e-05
209,CMU,575,二 楼 是 两 个 bedrooms 。,二 楼 是 两 个 卧室 。,6,bedrooms,卧室,卧室,个,The bedroom,a,,,2.9379303455887465e-06
210,CMU,576,每 个 bedroom 里 还 有 两 层 ， 是 个 loft 的 感觉 ， 很 大 。,每个 卧室 里 还 有 两 层 ， 是 个 阁楼 的 感觉 ， 很 大 。,1,bedroom,每个,个,,a,,,,0.0
211,CMU,583,两 个 walk-in closet 非常 宽敞 。,两 个 步入 式 衣柜 非常 宽敞 。,3,walk-in,步入,非常,个,very,a,,,0.14352885159063178
212,CMU,585,房租 ： $410 / month plus shared utilities ；,房租 ： $410 / 每 月 ， 外加 均摊 服务费,5,month,每,plus,/,加,/,,,5.484136645098993e-05
213,CMU,586,这个 apt 非常 好 ， 可能 整个 匹兹堡 都 找 不 到 这么 便宜 的 apt 了 。,这个 公寓 非常 好 ， 可能 整个 匹兹堡 都 找 不 到 这么 便宜 的 公寓 了 。,2,apt,公寓,好,这个,good,this,,,4.896550575981244e-06
214,CMU,587,地下室 有 洗衣机 ， 不 用 交 quarter 就 能 洗 有 木 有 啊 ！,地下室 有 洗衣机 ， 不用 交费 就 能 洗 有 木 有 啊 ！,5,quarter,不用,用,，,with,.,,,9.793101151962489e-06
215,CMU,592,所有 家具 齐全 （ queen size 床 + 书桌 + 转椅 + 衣柜 + 书柜 ） 只 需 提包 入住 。,所有 家具 齐全 （ 标准 双人床 + 书桌 + 转椅 + 衣柜 + 书柜 ） 只 需 提包 入住 。,5,queen,标准,size,（,大小,(,,,3.917240460784996e-06
216,CMU,597,卫生间 ： 卫生间 是 跟 一 个 住 小 卧室 的 男生 share 。,卫生间 ： 卫生间 是 跟 一 个 住 小 卧室 的 男生 共用 。,13,share,共用,是,男生,is,The boy,,,0.00033202598103301584
217,CMU,598,房间 里面 的 现有 queen size 的 大 床 ， 书桌 ， 书架 ， 衣柜 ， 穿衣镜 ， 完全 的 拎包 入住 。,房间 里面 的 现有 标准 双人 的 大 床 ， 书桌 ， 书架 ， 衣柜 ， 穿衣镜 ， 完全 的 拎包 入住 。,5,queen,标准,size,现有,大小,existing,,,3.917240460784996e-06
