,file,type,conversation,speaker,filtered_transcript_2015,length_of_turn,direction_of_code_switches,first_cs_word,first_cs_word_eng_pos,word_length_eng,english_translation,english_wbw_translation,first_cs_word_zh,word_length_zh,first_cs_word_zh_pos,first_cs_word_eng_raw_freq,first_cs_word_zh_raw_freq,first_cs_word_eng_freq,first_cs_word_zh_freq,chinese_translation,chinese_wbw_translation,cs word en surprisal,cs word en wbw surprisal,cs word zh surprisal,cs word zh wbw surprisal
235,01NC02FBY_0101,Conversation,1,2,"['那个', 'train', '压根']",3,"['man > eng', 'eng > man']",train,0,5,that train roots,that train at all,火车,2,0,15828580,583309,14.457193209729944,15.490810495697271,那个火车压根,那个 火车 压根,15.559364739280795,15.559364739280795,23.854045787567987,23.854045787567987
236,01NC01FBX_0101,Conversation,1,1,"['你', '等', '中间', '的', 'train', '来']",6,"['man > eng', 'eng > man']",train,0,5,you are waiting for the middle train,you are waiting for the middle train come,火车,2,0,15828580,583309,14.457193209729944,15.490810495697271,火车来来火车来,你 等 中间 的 火车 来,17.674122435090613,17.674122435090613,24.420959724578083,23.977045822558953
244,01NC02FBY_0101,Conversation,1,2,"['其实', '我', '不', '懂', 'if', 'you', 'think', 'about', 'it', '为什么', 'tanah-merah', '要', '有', '三条', 'line']",15,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",if,2,2,"actually, i don’t understand if you think about it.",actually i don't understand if you think about it why tanah-merah there are three line,如果,2,2,411367074,18679385,9.75737062575837,10.48976768335448,其实其实懂懂如果您考虑一下为什么tanah-merah要要三条条,其实 我 不 懂 如果 你 考虑一下 为什么 Tanah - Merah 要 有 三条 线,7.488744086872853,7.488744086872853,17.973089319774285,17.973089319774285
249,01NC01FBX_0101,Conversation,1,1,"['他们', '那', '时候', '已经', 'plan', 'to', '建', 'changi-airport', '跟']",9,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",plan,0,4,at that time they had plan to build a changei-airport follow,they were already plan to establish changi-airport and,计划,2,0,41901916,18461416,13.052708831324441,10.506701427226766,他们他们时候计划建chang-airport跟,他们 那 时候 已经 计划 建 Changi - Airport 跟,19.414440700864965,15.850377267141262,23.784396249973724,23.784396249973724
251,01NC01FBX_0101,Conversation,1,1,"['对', '对', '对', 'i', 'think', '这种', '就', '有', 'plan', '过', '了', '他们', '就', '有', '做', '那种']",16,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",i,2,1,"for right i think, there will be such a plan to do it.","yeah i think there is this kind of plan after they passed, they do that kind",我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我认为这这种就有就过过过他们有有那那,对 对 对 我 认为 这种 就 有 计划 过 了 他们 就 有 做 那种,18.86788054948505,16.47375866667949,21.795383498339675,21.401008845613983
253,01NC02FBY_0101,Conversation,1,2,"['那种', 'inter-change', 'and', 'stuff', 'like', 'that']",6,['man > eng'],inter-change,2,12,that kind of inter-change and stuff like that that,that kind inter-change and stuff like that,互换,2,1,0,1057,38.37322170940093,24.59895164272684,那种互换和类似的东西,那种 互换 和 类似 的 东西,26.516306065758236,27.92329043974326,23.80843239289709,23.80843239289709
260,01NC02FBY_0101,Conversation,1,2,"['你', '看不到', '那个', 'wires', 'and', 'stuff', '它', '就', 'in-built', '的']",10,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",wires,0,5,"you can't see that wires and stuff it, it is in-boilt",you can't see that wires and stuff it in-built of,电线,2,0,3181370,72809,16.772004969983968,18.49288213000374,你你不那个那个电线和东西它它它就就,你 看不到 那个 电线 和 东西 它 就 内置 的,19.80187551360763,19.80187551360763,23.854045787567987,23.854045787567987
268,01NC02FBY_0101,Conversation,1,2,"['我家', 'four', 'room']",3,['man > eng'],four,2,4,my four room,my home four room,四个,2,2,89956599,1550,11.950495927188216,24.04665880394792,我家四个房间,我家 四个 房间,12.748068482463092,11.787789094482527,23.784396249973724,23.784396249973724
288,01NC02FBY_0101,Conversation,1,2,"['妹妹', '的', 'birthday', 'dinner', '他', '妹妹', '几岁', '二十一']",8,"['man > eng', 'eng > man']",birthday,0,8,"sister's birthday dinner, his sister, how old is twenty -one years old",sister -in -law birthday dinner his sister is twenty -one years old,生日,2,0,3709072,204353,16.550594866564563,17.004007406703895,妹妹生日晚餐他他妹妹二十一二十一,妹妹 的 生日 晚餐 他 妹妹 几岁 二十一,15.433254715207395,15.433254715207395,25.1709932868548,23.953010344021205
299,01NC02FBY_0101,Conversation,1,2,"['他们', 'i', 'think', '他', 'year', 'one', '的', '时候', '他', '就', '申请', '屋子']",12,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",i,2,1,"when they i think, when he one one, he applied for the house",them i think he year one when he applied for a house,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,他们我认为他一年级的时候他就申请申请,他们 我 认为 他 第一年 的 时候 他 就 申请 屋子,20.07262527666771,17.860793533683477,21.202304726883007,21.202304726883007
308,01NC02FBY_0101,Conversation,1,2,"['我', '不', '懂', 'i', 'think', '申请', '是', '要', '给', 'some', 'deposit', 'or', 'some', 'stuff', '的', 'right']",16,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",i,2,1,i don’t understand that i think's application is to give the right of some deposit or some stuff,i don't understand i think the application is to give some deposit or some stuff of right,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我认为申请申请申请是给给给给给要给给给给要,我 不 懂 我 认为 申请 是 要 给 一些 存款 或 一些 东西 的 正确 的,17.056599255747717,17.056599255747717,21.795383498339675,21.795383498339675
313,01NC02FBY_0101,Conversation,1,2,"['才', 'happen', '的']",3,"['man > eng', 'eng > man']",happen,1,6,only happen,talent happen of,发生,2,1,15439242,14201933,14.493123120930884,10.885127334131344,才发生的,才 发生 的,12.410913708979024,18.607161016114674,22.87607713248215,22.87607713248215
324,01NC01FBX_0101,Conversation,1,1,"['他', '才', '才', '可以', '跟', 'parents', '买']",7,"['man > eng', 'eng > man']",parents,0,7,he can buy it with parents,he can follow parents purchase,父母,2,0,35573524,1949899,13.28892114682291,13.749743336950376,父母买买才才跟才跟,他 才 才 可以 跟 父母 买,15.237273580935804,16.77876448444686,20.368852899444338,23.86628377066955
325,01NC02FBY_0101,Conversation,1,2,"['对', 'i', 'think', '那个', '女', '的', '她', '就', 'guilty', 'then-', 'in', 'fact', '你', '懂', '那个', '女', '的']",17,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",i,2,1,"for the woman i think, she is guilty then-in fact. you understand that woman",right i think she just guilty then- in fact you understand that woman,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,对我认为那个女她她就就,对 我 认为 那个 女 的 她 就 当时 有罪   -   实际上 你 懂 那个 女 的,19.320842054863416,17.5566557357273,21.72687637181724,21.72687637181724
327,01NC02FBY_0101,Conversation,1,2,"['也', '不算', 'i', 'think', '我', '#gor-gor#-', 'i', 'think', 'they', 'attempted', 'to', 'do', 'a', 'test']",14,"['man > eng', 'eng > man', 'man > other', 'other > eng']",i,2,1,it's not i think me #gor-gor #-i thinking attempt to do a test,not countless i think i #gor-gor#- i think they attempted to do a test,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,也也不不不我＃＃gor-gor＃ - 我认为他们试图进行测试,也 不算 我 认为 我 ＃ gor - gor ＃   -   我 认为 他们 试图 进行 测试,16.9068434153021,15.646303583837712,21.24791812155391,21.202304726883007
329,01NC01FBX_0101,Conversation,1,1,"['对', 'then']",2,['man > eng'],then,2,4,to then,right then,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后,对 然后,12.866540729460727,8.601689988695776,20.620483305354295,24.30896789490796
330,01NC02FBY_0101,Conversation,1,2,"['而且', 'i', 'think', '那个', '女', '的', '就', 'probably', '想', 'ya', 'ya', 'then', '呃', '那个', '女', '的', '她', '就', '他', '讲', 'ok', 'then', 'after', 'that', '她', '就', '没有', '去', 'get', 'it', 'done', 'i', ""don't"", 'know', 'either', 'th~', 'she', 'attempted', 'to', 'get', 'in', 'done', 'and']",43,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",i,2,1,"and the woman i think, the woman wants ya ya the uh, the woman, he said that he did not go to the done i know either th ~ she attempted to get in the down and","and i think that woman probably think ya ya then uh, she said that the woman said ok then after that she didn't go get it done i know either th~ she attempted to get in done and",我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,而且我认为可能是ya ya ya ya ya ya ya呃呃女的就他,而且 我 认为 那个 女 的 就 大概 想 然后 Ya 呃 那个 女 的 她 就 他 讲 好 然后 在 那 之后 她 就 没有 去 完成 它 ， 我 知道 〜 她 试图 完成 ，,18.882404683501516,16.888665824766875,23.58890011720398,23.58890011720398
332,01NC02FBY_0101,Conversation,1,2,"['对', 'then', '后来', '那个', '女', '的', '就', '是', '是', '是', 'then', '她', '就', '讲', '那', '就', 'break', 'up', '我', '#gor', 'gor#', '至少', '是', '疯掉', '对', 'question', 'mark', 'question', 'mark', 'exclamation', 'mark', 'then', '他', '就', 'ya', 'then']",36,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > other', 'other > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",then,2,4,"the woman who was later was that the woman said, then she said, then break up my #gor gor # was at least crazy about the question mark question mark exclaming mark. he just ya then","right then later, the woman was then she just said that break up i #gor gor# at least crazy question mark question mark exclamation mark then he just ya then",然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,对然后后来后来女的就是是是是是是她她她她就那那就那我我我＃#gor gor＃gor＃至少对对对疯掉对对对对对对对对对对对对对对疯掉对疯掉对疯掉问标记问号 - 然后ya ya ya ya,对 然后 后来 那个 女 的 就是 是 是 然后 她 就 讲 那 就 拆散 我 # gor   gor ＃ 至少 是 疯 掉 对 问号 问号 印记 标记 他 就是 的,10.485623510832344,8.601689988695776,24.30896789490796,24.30896789490796
334,01NC02FBY_0101,Conversation,1,2,"['后来', 'i', 'think', '他', '就', '真的', '很', 'upset', '很', 'upset']",10,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",i,2,1,"later, i think, he really upset and upset",later i think he is really very good upset very upset,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,后来我认为他他很真的不高兴很,后来 我 认为 他 就 真的 很 沮丧 的 很 沮丧 的,14.926859664229957,17.337920058391347,21.202304726883007,21.202304726883007
355,01NC02FBY_0101,Conversation,1,2,"['管', '她', 'i', 'think', '那个', '女', '的', '没有', '什么', '好', '讲', 'i', 'mean', '如果', '她', '介意', '的话', 'then', '那个', '钱', '就']",21,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",i,2,1,"regardless of her i think that woman has nothing to say. i mean. if she minds, then that money will",take care of her i think there is nothing to say that woman i mean if she minds then that money is just,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我认为那个那个的没有什么好讲好好好好好如果如果如果介意介意的话介意,管 她 我 认为 那个 女 的 没有 什么 好 讲 我 是 说 如果 她 介意 的话 然后 那个 钱 就,19.348847569667367,19.880244780258163,21.795383498339675,21.24791812155391
357,01NC02FBY_0101,Conversation,1,2,"['她', '会', 'instalment', '还', '如果', '真的', 'forfeit', '的话']",8,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",instalment,0,10,she will be instalment and if it is really forfeit,she will instalment if it is true forfeit if,分期付款,4,2,238032,0,20.512425698666302,34.64471130410952,分期付款还还真的没收的话,她 会 分期付款 还 如果 真的 丧失 的话,21.3292266301828,21.59191972103435,24.284204581924616,23.830009644644623
363,01NC02FBY_0101,Conversation,1,2,"['我', '跟', '你', '讲', '我', '就', '超', '羡慕', 'then', '那个', '时候', '我', '就', '会', '跟', '每个', '人', '讲', 'you', 'know', 'my', '#gor-gor#', 'apply']",23,"['man > eng', 'eng > man', 'man > eng', 'eng > other', 'other > eng']",then,2,4,i told you that i was so envious of then i will tell everyone that you know my # gor-gor # apply,i tell you that i am so envious then at that time i will tell everyone you know my #gor-gor# apply,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后，然后，您知道我的＃gor-gor＃应用,我 跟 你 讲 我 就 超 羡慕 然后 那个 时候 我 就 会 跟 每个 人 讲 你 知道 我 的 ＃ gor - gor ＃ 申请,12.852656730988144,11.741645852280495,20.620483305354295,23.784396249973724
364,01NC01FBX_0101,Conversation,1,1,"['对', 'then', '就', '中间', '有']",5,"['man > eng', 'eng > man']",then,2,4,there is in the middle of then,right then there is,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,对然后就就中间,对 然后 就 中间 有,16.438170518806153,8.601689988695776,24.30896789490796,24.30896789490796
373,01NC02FBY_0101,Conversation,1,2,"['很', '奇怪', 'style', '对']",4,"['man > eng', 'eng > man']",style,0,5,strange style,strange style right,风格,2,0,27489897,1847277,13.660823543862994,13.827742519486792,很奇怪风格对,很 奇怪 风格 对,13.09094228735532,13.09094228735532,23.80843239289709,23.80843239289709
384,01NC02FBY_0101,Conversation,1,2,"['他', '没有', '我', '也', '是', '我', '真的', '觉得', '他', '对', '因为', 'i', 'think', '那个', '女', '的', '她', '是', '她', '是', '那种', 'banking', 'side', 'in', 'fact', '现在', '我', '会', '觉得', '我', '#gor-gor#', '也', '是', '这样', '这样', '的', 'style', '因为', '那', '时候', '我', '#gor-gor#', '在', 'microsoft', '做工', 'then']",46,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > other', 'other > man', 'man > eng', 'eng > man', 'man > other', 'other > man', 'man > eng', 'eng > man', 'man > eng']",i,2,1,"he did not have me, but i really think that he is the kind of side in fact because i think that woman is the kind of side in fact.working in microsoft","he does not have me, i really think he is right because he is right i think she is what kind of woman she is banking side in fact now i will think me #gor-gor# this is also the case style because of my time #gor-gor# exist microsoft work then",我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,实际上，我认为那个那个觉得觉得真的真的觉得他觉得他对他对对他他女女的的她是是她她是是那是那那是那那那种种那那那种那那那那那种种那那那那那种那那那那那那那那那那那那那那那那那那那那那那那那那那那那那那那那那种那种种种种种种种种种种种种种那种种那种那种种那那gor＃microsoft做工然后,他 没有 我 也 是 我 真的 觉得 他 对 因为 我 认为 那个 女 的 她 是 她 是 那种 实际上 银行 方面 现在 我会 觉得 我 ＃ gor - gor ＃ 也 是 这样 这样 的 风格 因为 那 时候 我 ＃ gor - gor ＃ 在 微软 做工 然后,16.06433268994867,14.926859664229957,21.444591545640474,21.24791812155391
